Sentence,Word,Condition_ID,gpt2_surp,POS,Frequency,Length
A person holding an object in front of a panda bear.,in,correct,3.4502248764038086,Closed,13.119246525062723,2
A person holding an object in front of a panda bear.,front,correct,5.67016077041626,Open,9.133351330448047,5
A person holding an object in front of a panda bear.,of,correct,0.022769253700971603,Closed,13.288621606997307,2
A person holding an object in front of a panda bear.,a,correct,1.9488369226455688,Closed,13.855864282863422,1
A person holding an object in front of a panda bear.,panda,correct,17.546923637390137,Open,4.68213122712422,5
A person holding an object in front of a panda bear.,bear.,correct,10.017078876495361,Open,7.982074875081202,4
People are on the beach flying kites that look like arches in the sky.,are,correct,5.7651519775390625,Closed,12.490017744185046,3
People are on the beach flying kites that look like arches in the sky.,on,correct,8.158062934875488,Closed,12.779146043675691,2
People are on the beach flying kites that look like arches in the sky.,the,correct,1.644884705543518,Closed,14.22224685776581,3
People are on the beach flying kites that look like arches in the sky.,beach,correct,10.115350723266602,Open,7.968319500012717,5
People are on the beach flying kites that look like arches in the sky.,flying,correct,13.98183822631836,Open,7.8551570058813445,6
People are on the beach flying kites that look like arches in the sky.,kites,correct,8.486294090747833,Open,3.58351893845611,5
People are on the beach flying kites that look like arches in the sky.,that,correct,6.071568012237549,Closed,13.486557779225057,4
People are on the beach flying kites that look like arches in the sky.,look,correct,4.056403636932373,Open,11.506011619326115,4
People are on the beach flying kites that look like arches in the sky.,like,correct,0.18950775265693665,Closed,12.2256154351499,4
People are on the beach flying kites that look like arches in the sky.,arches,correct,18.147439002990723,Open,3.7612001156935624,6
People are on the beach flying kites that look like arches in the sky.,in,correct,4.980739593505859,Closed,13.119246525062723,2
People are on the beach flying kites that look like arches in the sky.,the,correct,0.8542649745941162,Closed,14.22224685776581,3
People are on the beach flying kites that look like arches in the sky.,sky.,correct,3.9901376962661743,Open,7.734121303328305,3
A huge dragon kite flown with a steeple in the background.,huge,no,12.559771537780762,Open,7.810758116529357,4
A huge dragon kite flown with a steeple in the background.,dragon,no,13.703088760375977,Open,6.891625897052253,6
A huge dragon kite flown with a steeple in the background.,kite,no,14.342725038528442,Open,4.762173934797756,4
A huge dragon kite flown with a steeple in the background.,flown,no,13.681419372558594,Open,5.44673737166631,5
A huge dragon kite flown with a steeple in the background.,with,no,6.917911529541016,Closed,12.458639067517554,4
A huge dragon kite flown with a steeple in the background.,a,no,2.1274962425231934,Closed,13.855864282863422,1
A huge dragon kite flown with a steeple in the background.,steeple,no,16.598206758499146,Open,3.044522437723423,7
A huge dragon kite flown with a steeple in the background.,in,no,5.565031051635742,Closed,13.119246525062723,2
A huge dragon kite flown with a steeple in the background.,the,no,1.8309991359710693,Closed,14.22224685776581,3
A huge dragon kite flown with a steeple in the background.,background.,no,7.401467204093933,Open,6.80128303447162,10
The bench is in a shady area surrounded by plants.,bench,no,14.374364852905273,Open,6.20050917404269,5
The bench is in a shady area surrounded by plants.,is,no,4.1080522537231445,Closed,13.038248891280736,2
The bench is in a shady area surrounded by plants.,in,no,5.803989410400391,Closed,13.119246525062723,2
The bench is in a shady area surrounded by plants.,a,no,3.767103910446167,Closed,13.855864282863422,1
The bench is in a shady area surrounded by plants.,shady,no,14.15152645111084,Open,4.787491742782046,5
The bench is in a shady area surrounded by plants.,area,no,3.144590377807617,Open,8.2482674474469,4
The bench is in a shady area surrounded by plants.,surrounded,no,7.268951416015625,Open,6.517671272912275,10
The bench is in a shady area surrounded by plants.,by,no,0.012704664841294289,Closed,11.132601649268397,2
The bench is in a shady area surrounded by plants.,plants.,no,12.647334456443787,Open,6.1903154058531475,6
"A dried black flower in a long, tall black and white vase.",dried,no,17.114274978637695,Open,5.552959584921617,5
"A dried black flower in a long, tall black and white vase.",black,no,9.465592384338379,Open,9.05543941075822,5
"A dried black flower in a long, tall black and white vase.",flower,no,8.849466323852539,Open,7.057036981697891,6
"A dried black flower in a long, tall black and white vase.",in,no,5.231893539428711,Closed,13.119246525062723,2
"A dried black flower in a long, tall black and white vase.",a,no,2.3695740699768066,Closed,13.855864282863422,1
"A dried black flower in a long, tall black and white vase.","long,",no,11.945540428161621,Open,10.446770685850653,4
"A dried black flower in a long, tall black and white vase.",tall,no,8.507087707519531,Open,7.407924322559599,4
"A dried black flower in a long, tall black and white vase.",black,no,6.693179607391357,Open,9.05543941075822,5
"A dried black flower in a long, tall black and white vase.",and,no,7.454022407531738,Closed,13.433927978319357,3
"A dried black flower in a long, tall black and white vase.",white,no,1.4467737674713135,Open,9.076123029856374,5
"A dried black flower in a long, tall black and white vase.",vase.,no,12.365706324577332,Open,5.278114659230517,4
A man walking with an umbrella near a railing above a river.,man,no,10.534785270690918,Open,11.452463954850357,3
A man walking with an umbrella near a railing above a river.,walking,no,7.991266250610352,Open,8.249575150000199,7
A man walking with an umbrella near a railing above a river.,with,no,3.8699731826782227,Closed,12.458639067517554,4
A man walking with an umbrella near a railing above a river.,an,no,5.874357223510742,Closed,11.462379259863024,2
A man walking with an umbrella near a railing above a river.,umbrella,no,5.435713768005371,Open,5.945420608606575,8
A man walking with an umbrella near a railing above a river.,near,no,5.186366558074951,Closed,8.351846738828245,4
A man walking with an umbrella near a railing above a river.,a,no,2.8189399242401123,Closed,13.855864282863422,1
A man walking with an umbrella near a railing above a river.,railing,no,15.36478042602539,Open,4.31748811353631,7
A man walking with an umbrella near a railing above a river.,above,no,9.182199478149414,Closed,7.821242083523558,5
A man walking with an umbrella near a railing above a river.,a,no,1.8622335195541382,Closed,13.855864282863422,1
A man walking with an umbrella near a railing above a river.,river.,no,12.08903169631958,Open,7.947678571301568,5
A giraffe standing in front of a grassy plain and blue sky.,giraffe,no,17.113699309527874,Open,4.330733340286331,7
A giraffe standing in front of a grassy plain and blue sky.,standing,no,10.416190147399902,Open,8.29254851397576,8
A giraffe standing in front of a grassy plain and blue sky.,in,no,2.2294139862060547,Closed,13.119246525062723,2
A giraffe standing in front of a grassy plain and blue sky.,front,no,1.378888487815857,Open,9.133351330448047,5
A giraffe standing in front of a grassy plain and blue sky.,of,no,0.043479423969984055,Closed,13.288621606997307,2
A giraffe standing in front of a grassy plain and blue sky.,a,no,1.32358980178833,Closed,13.855864282863422,1
A giraffe standing in front of a grassy plain and blue sky.,grassy,no,12.715641856193542,Open,3.4657359027997265,6
A giraffe standing in front of a grassy plain and blue sky.,plain,no,6.30754280090332,Open,7.014814351275545,5
A giraffe standing in front of a grassy plain and blue sky.,and,no,6.705892562866211,Closed,13.433927978319357,3
A giraffe standing in front of a grassy plain and blue sky.,blue,no,9.826180458068848,Open,8.560635749259074,4
A giraffe standing in front of a grassy plain and blue sky.,sky.,no,3.792468547821045,Open,7.734121303328305,3
People watch from a large boat as a smaller boat is lowered into the ocean.,watch,no,13.169837951660156,Open,9.730977703126166,5
People watch from a large boat as a smaller boat is lowered into the ocean.,from,no,6.089775085449219,Closed,11.552069252087856,4
People watch from a large boat as a smaller boat is lowered into the ocean.,a,no,3.1183371543884277,Closed,13.855864282863422,1
People watch from a large boat as a smaller boat is lowered into the ocean.,large,no,7.840183258056641,Open,7.656337166430183,5
People watch from a large boat as a smaller boat is lowered into the ocean.,boat,no,10.788233757019043,Open,8.493924564476883,4
People watch from a large boat as a smaller boat is lowered into the ocean.,as,no,3.4039859771728516,Closed,11.635744686615075,2
People watch from a large boat as a smaller boat is lowered into the ocean.,a,no,3.1640899181365967,Closed,13.855864282863422,1
People watch from a large boat as a smaller boat is lowered into the ocean.,smaller,no,10.959476470947266,Open,6.522092798170152,7
People watch from a large boat as a smaller boat is lowered into the ocean.,boat,no,1.3118208646774292,Open,8.493924564476883,4
People watch from a large boat as a smaller boat is lowered into the ocean.,is,no,4.3126044273376465,Closed,13.038248891280736,2
People watch from a large boat as a smaller boat is lowered into the ocean.,lowered,no,5.543202877044678,Open,4.532599493153256,7
People watch from a large boat as a smaller boat is lowered into the ocean.,into,no,2.070680856704712,Closed,10.670674845804538,4
People watch from a large boat as a smaller boat is lowered into the ocean.,the,no,0.41104257106781006,Closed,14.22224685776581,3
People watch from a large boat as a smaller boat is lowered into the ocean.,ocean.,no,6.795848369598389,Open,7.3427791893318455,5
A girl in an orange sweater is sitting on a skateboard.,girl,no,13.129934310913086,Open,10.254602065894211,4
A girl in an orange sweater is sitting on a skateboard.,in,no,3.8099026679992676,Closed,13.119246525062723,2
A girl in an orange sweater is sitting on a skateboard.,an,no,5.749943733215332,Closed,11.462379259863024,2
A girl in an orange sweater is sitting on a skateboard.,orange,no,4.198968410491943,Open,7.037027614686276,6
A girl in an orange sweater is sitting on a skateboard.,sweater,no,6.740407943725586,Open,6.556778356158042,7
A girl in an orange sweater is sitting on a skateboard.,is,no,5.470102787017822,Closed,13.038248891280736,2
A girl in an orange sweater is sitting on a skateboard.,sitting,no,6.0330071449279785,Open,8.479283618343016,7
A girl in an orange sweater is sitting on a skateboard.,on,no,1.428990364074707,Closed,12.779146043675691,2
A girl in an orange sweater is sitting on a skateboard.,a,no,1.1155073642730713,Closed,13.855864282863422,1
A girl in an orange sweater is sitting on a skateboard.,skateboard.,no,13.865216039121151,Open,4.442651256490317,10
A woman in a white shirt standing in front of a fence smiling.,woman,no,11.927244186401367,Open,10.006314862335598,5
A woman in a white shirt standing in front of a fence smiling.,in,no,3.7299957275390625,Closed,13.119246525062723,2
A woman in a white shirt standing in front of a fence smiling.,a,no,2.8373920917510986,Closed,13.855864282863422,1
A woman in a white shirt standing in front of a fence smiling.,white,no,3.5748345851898193,Open,9.076123029856374,5
A woman in a white shirt standing in front of a fence smiling.,shirt,no,3.6997103691101074,Open,7.768533300926033,5
A woman in a white shirt standing in front of a fence smiling.,standing,no,9.15665054321289,Open,8.29254851397576,8
A woman in a white shirt standing in front of a fence smiling.,in,no,2.3179526329040527,Closed,13.119246525062723,2
A woman in a white shirt standing in front of a fence smiling.,front,no,0.639683187007904,Open,9.133351330448047,5
A woman in a white shirt standing in front of a fence smiling.,of,no,0.006757171358913183,Closed,13.288621606997307,2
A woman in a white shirt standing in front of a fence smiling.,a,no,1.2383848428726196,Closed,13.855864282863422,1
A woman in a white shirt standing in front of a fence smiling.,fence,no,7.744856357574463,Open,6.70808408385307,5
A woman in a white shirt standing in front of a fence smiling.,smiling.,no,18.65154004096985,Open,6.776506992372183,7
A group of elephants being cleaned by their handlers in a river.,group,no,10.322407722473145,Open,8.232706009860976,5
A group of elephants being cleaned by their handlers in a river.,of,no,0.4675622582435608,Closed,13.288621606997307,2
A group of elephants being cleaned by their handlers in a river.,elephants,no,13.196086883544922,Open,5.407171771460119,9
A group of elephants being cleaned by their handlers in a river.,being,no,9.997790336608887,Closed,10.117832509493988,5
A group of elephants being cleaned by their handlers in a river.,cleaned,no,10.008208274841309,Open,6.810142450115136,7
A group of elephants being cleaned by their handlers in a river.,by,no,3.9699440002441406,Closed,11.132601649268397,2
A group of elephants being cleaned by their handlers in a river.,their,no,6.252115726470947,Closed,10.416700324794617,5
A group of elephants being cleaned by their handlers in a river.,handlers,no,4.280271530151367,Open,3.58351893845611,8
A group of elephants being cleaned by their handlers in a river.,in,no,3.1193318367004395,Closed,13.119246525062723,2
A group of elephants being cleaned by their handlers in a river.,a,no,3.848663091659546,Closed,13.855864282863422,1
A group of elephants being cleaned by their handlers in a river.,river.,no,11.918288707733154,Open,7.947678571301568,5
An outdoor market has a wide variety of fruit to choose from.,outdoor,no,15.582263946533203,Open,4.532599493153256,7
An outdoor market has a wide variety of fruit to choose from.,market,no,7.733590126037598,Open,7.521859252201629,6
An outdoor market has a wide variety of fruit to choose from.,has,no,5.183788299560547,Closed,10.965262951152264,3
An outdoor market has a wide variety of fruit to choose from.,a,no,4.6550517082214355,Closed,13.855864282863422,1
An outdoor market has a wide variety of fruit to choose from.,wide,no,6.326297760009766,Open,7.101675971619444,4
An outdoor market has a wide variety of fruit to choose from.,variety,no,1.6971098184585571,Open,5.683579767338681,7
An outdoor market has a wide variety of fruit to choose from.,of,no,0.042125750333070755,Closed,13.288621606997307,2
An outdoor market has a wide variety of fruit to choose from.,fruit,no,9.443363189697266,Open,7.010311867307229,5
An outdoor market has a wide variety of fruit to choose from.,to,no,6.522724151611328,Closed,13.960969286275443,2
An outdoor market has a wide variety of fruit to choose from.,choose,no,0.2144218385219574,Open,7.804251383528112,6
An outdoor market has a wide variety of fruit to choose from.,from.,no,2.3824085076339543,Closed,11.552069252087856,4
A woman and man sit under a large blue umbrella on a grassy lot.,woman,no,11.927244186401367,Open,10.006314862335598,5
A woman and man sit under a large blue umbrella on a grassy lot.,and,no,5.446707248687744,Closed,13.433927978319357,3
A woman and man sit under a large blue umbrella on a grassy lot.,man,no,6.44879150390625,Open,11.452463954850357,3
A woman and man sit under a large blue umbrella on a grassy lot.,sit,no,6.997950077056885,Open,9.672752760526098,3
A woman and man sit under a large blue umbrella on a grassy lot.,under,no,8.647875785827637,Closed,9.499870735285581,5
A woman and man sit under a large blue umbrella on a grassy lot.,a,no,0.7065486311912537,Closed,13.855864282863422,1
A woman and man sit under a large blue umbrella on a grassy lot.,large,no,6.050237655639648,Open,7.656337166430183,5
A woman and man sit under a large blue umbrella on a grassy lot.,blue,no,7.077259540557861,Open,8.560635749259074,4
A woman and man sit under a large blue umbrella on a grassy lot.,umbrella,no,5.415394306182861,Open,5.945420608606575,8
A woman and man sit under a large blue umbrella on a grassy lot.,on,no,4.1484293937683105,Closed,12.779146043675691,2
A woman and man sit under a large blue umbrella on a grassy lot.,a,no,1.7202409505844116,Closed,13.855864282863422,1
A woman and man sit under a large blue umbrella on a grassy lot.,grassy,no,5.45585797727108,Open,3.4657359027997265,6
A woman and man sit under a large blue umbrella on a grassy lot.,lot.,no,7.959757089614868,Open,10.277324385186116,3
A vandalized stop sign in the dark with a sky background.,vandalized,no,22.09300422668457,Open,2.9444389791664403,10
A vandalized stop sign in the dark with a sky background.,stop,no,13.92386245727539,Open,10.493244497383538,4
A vandalized stop sign in the dark with a sky background.,sign,no,0.11195564270019531,Open,8.824236617346639,4
A vandalized stop sign in the dark with a sky background.,in,no,2.7509589195251465,Closed,13.119246525062723,2
A vandalized stop sign in the dark with a sky background.,the,no,4.224551677703857,Closed,14.22224685776581,3
A vandalized stop sign in the dark with a sky background.,dark,no,10.950840950012207,Open,8.41604600941128,4
A vandalized stop sign in the dark with a sky background.,with,no,5.913149356842041,Closed,12.458639067517554,4
A vandalized stop sign in the dark with a sky background.,a,no,1.5562820434570312,Closed,13.855864282863422,1
A vandalized stop sign in the dark with a sky background.,sky,no,13.468401908874512,Open,7.734121303328305,3
A vandalized stop sign in the dark with a sky background.,background.,no,11.731033444404602,Open,6.80128303447162,10
