Sentence,Subject_ID,Condition_ID,correctness
An outdoor market has a wide variety of fruit to choose from.,711191ea30feef88c50fcf2ee9ec0d4a,correct,1
Several containers of food and beverages on a wooden table outdoors.,711191ea30feef88c50fcf2ee9ec0d4a,wrong,1
A vandalized stop sign in the dark with a sky background.,711191ea30feef88c50fcf2ee9ec0d4a,correct,1
A city skyline is shown with a subway train coming around the bend.,711191ea30feef88c50fcf2ee9ec0d4a,wrong,1
A refrigerator mostly empty with only a few bottles of water inside.,711191ea30feef88c50fcf2ee9ec0d4a,wrong,1
A man walking with an umbrella near a railing above a river.,711191ea30feef88c50fcf2ee9ec0d4a,correct,1
Some control buttons on an orange and silver electronic device.,711191ea30feef88c50fcf2ee9ec0d4a,wrong,1
People watch from a large boat as a smaller boat is lowered into the ocean.,711191ea30feef88c50fcf2ee9ec0d4a,correct,1
"Two ceramic cups, one with a bird and the other with a fox.",711191ea30feef88c50fcf2ee9ec0d4a,no,1
People are on the beach flying kites that look like arches in the sky.,711191ea30feef88c50fcf2ee9ec0d4a,wrong,1
Plates of food and two glasses of red wine are on a table.,0550fec59aa429bf819684811ba0c629,wrong,1
A woman and man sit under a large blue umbrella on a grassy lot.,0550fec59aa429bf819684811ba0c629,no,1
A bird sits atop a wooden post and watches its surroundings.,0550fec59aa429bf819684811ba0c629,correct,1
A person holding an object in front of a panda bear.,0550fec59aa429bf819684811ba0c629,correct,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",0550fec59aa429bf819684811ba0c629,wrong,1
A refrigerator mostly empty with only a few bottles of water inside.,0550fec59aa429bf819684811ba0c629,correct,1
A baby elephant walking through a shallow pool of flowing water.,0550fec59aa429bf819684811ba0c629,correct,1
A tennis player makes a quick shuffle to return the ball.,0550fec59aa429bf819684811ba0c629,wrong,1
A teddy bear is sitting on the rail of a wire fence.,0550fec59aa429bf819684811ba0c629,wrong,1
An old man sitting on a bench in a public park.,0550fec59aa429bf819684811ba0c629,wrong,1
Two giraffes standing on a dirt expanse with trees in background.,0550fec59aa429bf819684811ba0c629,wrong,1
A man walking with an umbrella near a railing above a river.,0550fec59aa429bf819684811ba0c629,no,1
A heavily lit-up building in front of a river.,0550fec59aa429bf819684811ba0c629,correct,0
A giraffe standing in front of a grassy plain and blue sky.,0550fec59aa429bf819684811ba0c629,no,1
A toddler is sitting on a blanket outdoors eating an apple.,0550fec59aa429bf819684811ba0c629,wrong,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,0550fec59aa429bf819684811ba0c629,wrong,1
People watch from a large boat as a smaller boat is lowered into the ocean.,0550fec59aa429bf819684811ba0c629,no,0
"A dried black flower in a long, tall black and white vase.",0550fec59aa429bf819684811ba0c629,no,1
A city skyline is shown with a subway train coming around the bend.,0550fec59aa429bf819684811ba0c629,correct,1
A group of elephants being cleaned by their handlers in a river.,0550fec59aa429bf819684811ba0c629,no,1
A huge dragon kite flown with a steeple in the background.,0550fec59aa429bf819684811ba0c629,no,1
People are on the beach flying kites that look like arches in the sky.,0550fec59aa429bf819684811ba0c629,correct,1
A tray topped with a chicken sandwich next to a cup of fries.,0550fec59aa429bf819684811ba0c629,correct,1
A cat sitting on the hood of a parked black car in a garage.,0550fec59aa429bf819684811ba0c629,wrong,1
An outdoor market has a wide variety of fruit to choose from.,0550fec59aa429bf819684811ba0c629,no,1
Some control buttons on an orange and silver electronic device.,0550fec59aa429bf819684811ba0c629,correct,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",0550fec59aa429bf819684811ba0c629,wrong,1
A girl in an orange sweater is sitting on a skateboard.,0550fec59aa429bf819684811ba0c629,no,1
"Two ceramic cups, one with a bird and the other with a fox.",0550fec59aa429bf819684811ba0c629,wrong,1
A man holding a baby while standing in front of a mirror.,0550fec59aa429bf819684811ba0c629,wrong,1
The bench is in a shady area surrounded by plants.,0550fec59aa429bf819684811ba0c629,no,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,0550fec59aa429bf819684811ba0c629,correct,1
A vandalized stop sign in the dark with a sky background.,0550fec59aa429bf819684811ba0c629,no,1
A woman in a white shirt standing in front of a fence smiling.,0550fec59aa429bf819684811ba0c629,no,1
Several containers of food and beverages on a wooden table outdoors.,0550fec59aa429bf819684811ba0c629,correct,1
A stop sign located at the intersection of East Village and Woodfield Rd.,0550fec59aa429bf819684811ba0c629,correct,1
An outdoor market has a wide variety of fruit to choose from.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A toddler is sitting on a blanket outdoors eating an apple.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
A stop sign located at the intersection of East Village and Woodfield Rd.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
People watch from a large boat as a smaller boat is lowered into the ocean.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
Two giraffes standing on a dirt expanse with trees in background.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
"Two ceramic cups, one with a bird and the other with a fox.",26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
A tennis player makes a quick shuffle to return the ball.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
An old man sitting on a bench in a public park.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
People are on the beach flying kites that look like arches in the sky.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A girl in an orange sweater is sitting on a skateboard.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,0
A cat sitting on the hood of a parked black car in a garage.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
A baby elephant walking through a shallow pool of flowing water.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
Some control buttons on an orange and silver electronic device.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A bird sits atop a wooden post and watches its surroundings.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A group of elephants being cleaned by their handlers in a river.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A teddy bear is sitting on the rail of a wire fence.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
Plates of food and two glasses of red wine are on a table.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
A tray topped with a chicken sandwich next to a cup of fries.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
Several containers of food and beverages on a wooden table outdoors.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A man holding a baby while standing in front of a mirror.,26acc114fdb9bc8ff9a22f5f7f1caeea,wrong,1
The bench is in a shady area surrounded by plants.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A person holding an object in front of a panda bear.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A giraffe standing in front of a grassy plain and blue sky.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A refrigerator mostly empty with only a few bottles of water inside.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A city skyline is shown with a subway train coming around the bend.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A woman and man sit under a large blue umbrella on a grassy lot.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A heavily lit-up building in front of a river.,26acc114fdb9bc8ff9a22f5f7f1caeea,correct,1
A vandalized stop sign in the dark with a sky background.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
"A dried black flower in a long, tall black and white vase.",26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A woman in a white shirt standing in front of a fence smiling.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A man walking with an umbrella near a railing above a river.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A huge dragon kite flown with a steeple in the background.,26acc114fdb9bc8ff9a22f5f7f1caeea,no,1
A teddy bear is sitting on the rail of a wire fence.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
A city skyline is shown with a subway train coming around the bend.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
A vandalized stop sign in the dark with a sky background.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,0
A person holding an object in front of a panda bear.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
"Two ceramic cups, one with a bird and the other with a fox.",5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
An old man sitting on a bench in a public park.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
People watch from a large boat as a smaller boat is lowered into the ocean.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
Plates of food and two glasses of red wine are on a table.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
A stop sign located at the intersection of East Village and Woodfield Rd.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
People are on the beach flying kites that look like arches in the sky.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
A tennis player makes a quick shuffle to return the ball.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
"A dried black flower in a long, tall black and white vase.",5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A giraffe standing in front of a grassy plain and blue sky.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A man holding a baby while standing in front of a mirror.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
A group of elephants being cleaned by their handlers in a river.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A bird sits atop a wooden post and watches its surroundings.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
A man walking with an umbrella near a railing above a river.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A refrigerator mostly empty with only a few bottles of water inside.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
A toddler is sitting on a blanket outdoors eating an apple.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
A huge dragon kite flown with a steeple in the background.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A baby elephant walking through a shallow pool of flowing water.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
A cat sitting on the hood of a parked black car in a garage.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
Some control buttons on an orange and silver electronic device.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
A woman in a white shirt standing in front of a fence smiling.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A girl in an orange sweater is sitting on a skateboard.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A tray topped with a chicken sandwich next to a cup of fries.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
Several containers of food and beverages on a wooden table outdoors.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
The bench is in a shady area surrounded by plants.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
Two giraffes standing on a dirt expanse with trees in background.,5ab9c2d068750e4568b8012c9eb9b6b2,correct,1
An outdoor market has a wide variety of fruit to choose from.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,5ab9c2d068750e4568b8012c9eb9b6b2,no,0
A woman and man sit under a large blue umbrella on a grassy lot.,5ab9c2d068750e4568b8012c9eb9b6b2,wrong,1
A heavily lit-up building in front of a river.,5ab9c2d068750e4568b8012c9eb9b6b2,no,1
"A dried black flower in a long, tall black and white vase.",6309e6fff8d8fcb281c0f13401b410d4,no,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",6309e6fff8d8fcb281c0f13401b410d4,wrong,1
Two giraffes standing on a dirt expanse with trees in background.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A cat sitting on the hood of a parked black car in a garage.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
A man holding a baby while standing in front of a mirror.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
The bench is in a shady area surrounded by plants.,6309e6fff8d8fcb281c0f13401b410d4,no,1
Plates of food and two glasses of red wine are on a table.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A vandalized stop sign in the dark with a sky background.,6309e6fff8d8fcb281c0f13401b410d4,no,1
A person holding an object in front of a panda bear.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
An old man sitting on a bench in a public park.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A man walking with an umbrella near a railing above a river.,6309e6fff8d8fcb281c0f13401b410d4,no,1
"Two ceramic cups, one with a bird and the other with a fox.",6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A heavily lit-up building in front of a river.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
A huge dragon kite flown with a steeple in the background.,6309e6fff8d8fcb281c0f13401b410d4,no,1
A girl in an orange sweater is sitting on a skateboard.,6309e6fff8d8fcb281c0f13401b410d4,no,1
Several containers of food and beverages on a wooden table outdoors.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A group of elephants being cleaned by their handlers in a river.,6309e6fff8d8fcb281c0f13401b410d4,no,1
People are on the beach flying kites that look like arches in the sky.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
People watch from a large boat as a smaller boat is lowered into the ocean.,6309e6fff8d8fcb281c0f13401b410d4,no,1
Some control buttons on an orange and silver electronic device.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
A city skyline is shown with a subway train coming around the bend.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
A stop sign located at the intersection of East Village and Woodfield Rd.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
A giraffe standing in front of a grassy plain and blue sky.,6309e6fff8d8fcb281c0f13401b410d4,no,1
A tennis player makes a quick shuffle to return the ball.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A woman in a white shirt standing in front of a fence smiling.,6309e6fff8d8fcb281c0f13401b410d4,no,1
A teddy bear is sitting on the rail of a wire fence.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A baby elephant walking through a shallow pool of flowing water.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
An outdoor market has a wide variety of fruit to choose from.,6309e6fff8d8fcb281c0f13401b410d4,no,1
A bird sits atop a wooden post and watches its surroundings.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
A tray topped with a chicken sandwich next to a cup of fries.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
A refrigerator mostly empty with only a few bottles of water inside.,6309e6fff8d8fcb281c0f13401b410d4,correct,1
A woman and man sit under a large blue umbrella on a grassy lot.,6309e6fff8d8fcb281c0f13401b410d4,no,1
A toddler is sitting on a blanket outdoors eating an apple.,6309e6fff8d8fcb281c0f13401b410d4,wrong,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,fbdefdc308fb67fef2283505a232f43c,no,1
A city skyline is shown with a subway train coming around the bend.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A man walking with an umbrella near a railing above a river.,fbdefdc308fb67fef2283505a232f43c,correct,1
People are on the beach flying kites that look like arches in the sky.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A woman and man sit under a large blue umbrella on a grassy lot.,fbdefdc308fb67fef2283505a232f43c,correct,1
A man holding a baby while standing in front of a mirror.,fbdefdc308fb67fef2283505a232f43c,no,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",fbdefdc308fb67fef2283505a232f43c,no,1
An old man sitting on a bench in a public park.,fbdefdc308fb67fef2283505a232f43c,no,1
An outdoor market has a wide variety of fruit to choose from.,fbdefdc308fb67fef2283505a232f43c,correct,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",fbdefdc308fb67fef2283505a232f43c,no,0
A huge dragon kite flown with a steeple in the background.,fbdefdc308fb67fef2283505a232f43c,correct,1
A toddler is sitting on a blanket outdoors eating an apple.,fbdefdc308fb67fef2283505a232f43c,no,1
A tennis player makes a quick shuffle to return the ball.,fbdefdc308fb67fef2283505a232f43c,no,1
Two giraffes standing on a dirt expanse with trees in background.,fbdefdc308fb67fef2283505a232f43c,no,1
A tray topped with a chicken sandwich next to a cup of fries.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A vandalized stop sign in the dark with a sky background.,fbdefdc308fb67fef2283505a232f43c,correct,1
People watch from a large boat as a smaller boat is lowered into the ocean.,fbdefdc308fb67fef2283505a232f43c,correct,1
Several containers of food and beverages on a wooden table outdoors.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A bird sits atop a wooden post and watches its surroundings.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A teddy bear is sitting on the rail of a wire fence.,fbdefdc308fb67fef2283505a232f43c,no,1
A cat sitting on the hood of a parked black car in a garage.,fbdefdc308fb67fef2283505a232f43c,no,1
A woman in a white shirt standing in front of a fence smiling.,fbdefdc308fb67fef2283505a232f43c,correct,1
Plates of food and two glasses of red wine are on a table.,fbdefdc308fb67fef2283505a232f43c,no,1
Some control buttons on an orange and silver electronic device.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A giraffe standing in front of a grassy plain and blue sky.,fbdefdc308fb67fef2283505a232f43c,correct,1
A heavily lit-up building in front of a river.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A stop sign located at the intersection of East Village and Woodfield Rd.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A refrigerator mostly empty with only a few bottles of water inside.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A baby elephant walking through a shallow pool of flowing water.,fbdefdc308fb67fef2283505a232f43c,wrong,1
The bench is in a shady area surrounded by plants.,fbdefdc308fb67fef2283505a232f43c,correct,1
A person holding an object in front of a panda bear.,fbdefdc308fb67fef2283505a232f43c,wrong,1
A girl in an orange sweater is sitting on a skateboard.,fbdefdc308fb67fef2283505a232f43c,correct,1
"Two ceramic cups, one with a bird and the other with a fox.",fbdefdc308fb67fef2283505a232f43c,no,1
"A dried black flower in a long, tall black and white vase.",fbdefdc308fb67fef2283505a232f43c,correct,1
A group of elephants being cleaned by their handlers in a river.,fbdefdc308fb67fef2283505a232f43c,correct,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
Some control buttons on an orange and silver electronic device.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
"A dried black flower in a long, tall black and white vase.",84c7bedee4e26bafcdeb63287b40e34c,no,0
A girl in an orange sweater is sitting on a skateboard.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A man holding a baby while standing in front of a mirror.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
A stop sign located at the intersection of East Village and Woodfield Rd.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
A baby elephant walking through a shallow pool of flowing water.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
A person holding an object in front of a panda bear.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
Plates of food and two glasses of red wine are on a table.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
A tray topped with a chicken sandwich next to a cup of fries.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
A cat sitting on the hood of a parked black car in a garage.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
A woman and man sit under a large blue umbrella on a grassy lot.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A huge dragon kite flown with a steeple in the background.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A heavily lit-up building in front of a river.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
A toddler is sitting on a blanket outdoors eating an apple.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",84c7bedee4e26bafcdeb63287b40e34c,wrong,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",84c7bedee4e26bafcdeb63287b40e34c,wrong,1
A tennis player makes a quick shuffle to return the ball.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
A vandalized stop sign in the dark with a sky background.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A woman in a white shirt standing in front of a fence smiling.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A bird sits atop a wooden post and watches its surroundings.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
"Two ceramic cups, one with a bird and the other with a fox.",84c7bedee4e26bafcdeb63287b40e34c,wrong,1
Two giraffes standing on a dirt expanse with trees in background.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
A group of elephants being cleaned by their handlers in a river.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A city skyline is shown with a subway train coming around the bend.,84c7bedee4e26bafcdeb63287b40e34c,correct,0
People watch from a large boat as a smaller boat is lowered into the ocean.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
A giraffe standing in front of a grassy plain and blue sky.,84c7bedee4e26bafcdeb63287b40e34c,no,1
People are on the beach flying kites that look like arches in the sky.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
A man walking with an umbrella near a railing above a river.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A teddy bear is sitting on the rail of a wire fence.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
A refrigerator mostly empty with only a few bottles of water inside.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
Several containers of food and beverages on a wooden table outdoors.,84c7bedee4e26bafcdeb63287b40e34c,correct,1
The bench is in a shady area surrounded by plants.,84c7bedee4e26bafcdeb63287b40e34c,no,1
An old man sitting on a bench in a public park.,84c7bedee4e26bafcdeb63287b40e34c,wrong,1
An outdoor market has a wide variety of fruit to choose from.,84c7bedee4e26bafcdeb63287b40e34c,no,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
The bench is in a shady area surrounded by plants.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
A stop sign located at the intersection of East Village and Woodfield Rd.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
A huge dragon kite flown with a steeple in the background.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
An old man sitting on a bench in a public park.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
A person holding an object in front of a panda bear.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
"Two ceramic cups, one with a bird and the other with a fox.",59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
A tennis player makes a quick shuffle to return the ball.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
Two giraffes standing on a dirt expanse with trees in background.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
A man walking with an umbrella near a railing above a river.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
A teddy bear is sitting on the rail of a wire fence.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
A vandalized stop sign in the dark with a sky background.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
A city skyline is shown with a subway train coming around the bend.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
A tray topped with a chicken sandwich next to a cup of fries.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
"A dried black flower in a long, tall black and white vase.",59b5c8b2b7cac05ac5ee89fb31034077,no,1
A cat sitting on the hood of a parked black car in a garage.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
Plates of food and two glasses of red wine are on a table.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
People are on the beach flying kites that look like arches in the sky.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
A toddler is sitting on a blanket outdoors eating an apple.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
A girl in an orange sweater is sitting on a skateboard.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
People watch from a large boat as a smaller boat is lowered into the ocean.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
A man holding a baby while standing in front of a mirror.,59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",59b5c8b2b7cac05ac5ee89fb31034077,wrong,1
A group of elephants being cleaned by their handlers in a river.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
Several containers of food and beverages on a wooden table outdoors.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
A heavily lit-up building in front of a river.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
Some control buttons on an orange and silver electronic device.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
An outdoor market has a wide variety of fruit to choose from.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
A giraffe standing in front of a grassy plain and blue sky.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
A woman and man sit under a large blue umbrella on a grassy lot.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
A woman in a white shirt standing in front of a fence smiling.,59b5c8b2b7cac05ac5ee89fb31034077,no,1
A baby elephant walking through a shallow pool of flowing water.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
A bird sits atop a wooden post and watches its surroundings.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
A refrigerator mostly empty with only a few bottles of water inside.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,59b5c8b2b7cac05ac5ee89fb31034077,correct,1
Two giraffes standing on a dirt expanse with trees in background.,a99a5340ecb1af802e2f77632506f190,correct,1
A woman in a white shirt standing in front of a fence smiling.,a99a5340ecb1af802e2f77632506f190,wrong,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,a99a5340ecb1af802e2f77632506f190,no,1
"A dried black flower in a long, tall black and white vase.",a99a5340ecb1af802e2f77632506f190,wrong,1
Several containers of food and beverages on a wooden table outdoors.,a99a5340ecb1af802e2f77632506f190,no,1
A girl in an orange sweater is sitting on a skateboard.,a99a5340ecb1af802e2f77632506f190,wrong,0
"An empty clean kitchen with cabinetry, stove and dishwasher.",a99a5340ecb1af802e2f77632506f190,correct,1
A refrigerator mostly empty with only a few bottles of water inside.,a99a5340ecb1af802e2f77632506f190,no,1
Plates of food and two glasses of red wine are on a table.,a99a5340ecb1af802e2f77632506f190,correct,1
A city skyline is shown with a subway train coming around the bend.,a99a5340ecb1af802e2f77632506f190,no,1
A tennis player makes a quick shuffle to return the ball.,a99a5340ecb1af802e2f77632506f190,correct,1
A giraffe standing in front of a grassy plain and blue sky.,a99a5340ecb1af802e2f77632506f190,wrong,1
The bench is in a shady area surrounded by plants.,a99a5340ecb1af802e2f77632506f190,wrong,1
A huge dragon kite flown with a steeple in the background.,a99a5340ecb1af802e2f77632506f190,wrong,0
A bird sits atop a wooden post and watches its surroundings.,a99a5340ecb1af802e2f77632506f190,no,1
